Products,Budget version,Month,Freight,Other Sales Revenue,Other Sales Cost of Goods Sold,Quantity
Binoculars,Budget version 2,Jun,2887.54,13771.24,5987.5,6
Binoculars,Budget version 2,Jul,6600.01,31477.27,13685.77,14
Eyewear,Budget version 1,Aug,5534.44,26395.32,11476.23,11
Eyewear,Budget version 2,Sep,5938.28,28320.34,12313.19,12
Binoculars,Budget version 1,Oct,7208.9,34380.5,14948.04,15
Binoculars,Budget version 2,Nov,7700.09,36723.49,15966.73,16
Knives,Budget version 1,Dec,2956.06,14099.23,6130.1,6
Knives,Budget version 1,Jan,7049.35,33620.95,14617.8,15
Knives,Budget version 2,Feb,3162.16,15080.57,6556.77,7
Knives,Budget version 2,Mar,7553.63,36026.19,15663.56,16
Watches,Budget version 1,Apr,2907.41,13867.49,6029.34,6
Watches,Budget version 1,May,9393.9,44801.78,19479.03,19
Watches,Budget version 1,Jun,6039.24,28801.07,12522.2,13
Watches,Budget version 1,Jul,9170.54,43735.17,19015.29,19
Watches,Budget version 2,Aug,3109.85,14832.62,6448.97,6
Watches,Budget version 2,Sep,10021.11,47793.94,20779.97,21
Watches,Budget version 2,Oct,6450.4,30764.28,13375.77,13
Watches,Budget version 2,Nov,9790.94,46695.42,20302.36,20
Knives,Budget version 1,Dec,13985.71,66699.97,28999.99,29
Knives,Budget version 1,Jan,1819.36,8676.21,3772.27,4
Knives,Budget version 1,Feb,2501.48,11929.92,5186.92,5
Knives,Budget version 2,Mar,14990.6,71493.7,31084.22,31
Knives,Budget version 2,Apr,1932.35,9216.05,4006.98,4
Knives,Budget version 2,May,2693.46,12846.39,5585.39,6
Watches,Budget version 1,Jun,6486.49,30934.81,13449.92,13
Watches,Budget version 1,Jul,5591.46,26667.85,11594.72,12
Watches,Budget version 2,Aug,6911.25,32961.32,14331.01,14
Watches,Budget version 2,Sep,5989.54,28566.72,12420.31,12
Knives,Budget version 1,Oct,3183.61,15183.62,6601.57,7
Knives,Budget version 1,Nov,2160.42,10303.06,4479.59,4
Knives,Budget version 1,Dec,1478.29,7049.35,3064.93,3
Knives,Budget version 1,Jan,2160.42,10303.06,4479.59,4
Knives,Budget version 1,Feb,4889.45,23317.89,10138.21,10
Knives,Budget version 1,Mar,1023.19,4880.56,2121.98,2
Knives,Budget version 1,Apr,14099.23,67242.43,29235.84,29
Knives,Budget version 2,May,3396.52,16197.92,7042.57,7
Knives,Budget version 2,Jun,2342.46,11170.89,4856.91,5
Knives,Budget version 2,Jul,1580.82,7540.55,3278.5,3
Knives,Budget version 2,Aug,2342.46,11170.89,4856.91,5
Knives,Budget version 2,Sep,5211.69,24855.3,10806.65,11
Knives,Budget version 2,Oct,1112.64,5306.37,2307.12,2
Knives,Budget version 2,Nov,15049.18,71773.04,31205.67,31
Watches,Budget version 1,Dec,4920.84,23467.5,10203.26,10
Watches,Budget version 1,Jan,3355.19,16000.71,6956.83,7
Watches,Budget version 1,Feb,13643.61,65069.46,28291.07,28
Watches,Budget version 1,Mar,3355.19,16000.71,6956.83,7
Watches,Budget version 1,Apr,22143,105604.8,45915.13,46
Watches,Budget version 2,May,5298.52,25270.64,10987.23,11
Watches,Budget version 2,Jun,3570.71,17030.18,7404.43,7
Watches,Budget version 2,Jul,14629.13,69768.5,30334.13,30
Watches,Budget version 2,Aug,3570.71,17030.18,7404.43,7
Watches,Budget version 2,Sep,23728.53,113167.84,49203.41,49
Knives,Budget version 1,Oct,10460.51,49889.5,21691.09,22
Knives,Budget version 2,Nov,11243.08,53620.27,23313.16,23
Watches,Budget version 1,Dec,13196.35,62936.24,27363.58,27
Watches,Budget version 2,Jan,14168.28,67570.94,29378.67,29
Knives,Budget version 1,Feb,4661.9,22233.5,9666.74,10
Knives,Budget version 2,Mar,4977.34,23737.95,10320.85,10
Watches,Budget version 1,Apr,12525.21,59735.89,25972.13,26
Watches,Budget version 2,May,13361.65,63725.6,27706.78,28
Navigation,Budget version 1,Jun,5237.32,24977.18,10859.64,11
Navigation,Budget version 1,Jul,4312.99,20569.5,8943.26,9
Navigation,Budget version 1,Aug,1540.54,7346.48,3194.12,3
Navigation,Budget version 1,Sep,13863.31,66116.19,28746.17,29
Navigation,Budget version 1,Oct,2464.34,11754.15,5110.5,5
Navigation,Budget version 1,Nov,3696.78,17631.23,7665.75,8
Navigation,Budget version 1,Dec,8009.77,38200.21,16608.79,17
Navigation,Budget version 1,Jan,7701.66,36731.33,15970.14,16
Navigation,Budget version 1,Feb,5237.32,24977.18,10859.64,11
Navigation,Budget version 1,Mar,28958.53,138109.45,60047.59,60
Navigation,Budget version 2,Apr,5552.75,26483.2,11514.43,12
Navigation,Budget version 2,May,4601.23,21943.18,9540.51,10
Navigation,Budget version 2,Jun,1586.57,7566.7,3289.87,3
Navigation,Budget version 2,Jul,14913.7,71126.48,30924.56,31
Navigation,Budget version 2,Aug,2697.13,12863.13,5592.67,6
Navigation,Budget version 2,Sep,3966.17,18916.49,8224.56,8
Navigation,Budget version 2,Oct,8567.4,40859.67,17765.07,18
Navigation,Budget version 2,Nov,8249.88,39346.33,17107.1,17
Navigation,Budget version 2,Dec,5552.75,26483.2,11514.43,12
Navigation,Budget version 2,Jan,30937.95,147549.39,64151.91,64
Navigation,Budget version 1,Feb,5545.43,26446.58,11498.51,11
Navigation,Budget version 2,Mar,5870.28,27996.54,12172.41,12
Binoculars,Budget version 1,Apr,8009.77,38200.73,16609.01,17
Binoculars,Budget version 1,May,2936.71,14007.16,6090.07,6
Binoculars,Budget version 1,Jun,7742.99,36927.5,16055.43,16
Binoculars,Budget version 2,Jul,8525.03,40658.28,17677.51,18
Binoculars,Budget version 2,Aug,3162.69,15082.66,6557.68,7
Binoculars,Budget version 2,Sep,8249.88,39346.85,17107.33,17
Eyewear,Budget version 1,Oct,1614.3,7698.53,3347.19,3
Eyewear,Budget version 1,Nov,1614.3,7698.53,3347.19,3
Eyewear,Budget version 1,Dec,6226.51,29695.06,12910.9,13
Eyewear,Budget version 1,Jan,11991.64,57190.46,24865.42,25
Eyewear,Budget version 2,Feb,1781.69,8496.26,3694.03,4
Eyewear,Budget version 2,Mar,1781.69,8496.26,3694.03,4
Eyewear,Budget version 2,Apr,6650.75,31718.42,13790.62,14
Eyewear,Budget version 2,May,12826.52,61171.81,26596.44,27
Binoculars,Budget version 1,Jun,1869.05,8913.7,3875.52,4
Binoculars,Budget version 1,Jul,2936.71,14007.16,6090.07,6
Binoculars,Budget version 2,Aug,2062.6,9836.45,4276.72,4
Binoculars,Budget version 2,Sep,3162.69,15082.66,6557.68,7
Eyewear,Budget version 1,Oct,1844.99,8798.61,3825.48,4
Eyewear,Budget version 1,Nov,5534.44,26395.32,11476.23,11
Eyewear,Budget version 2,Dec,2019.18,9628.78,4186.43,4
Eyewear,Budget version 2,Jan,5938.28,28320.34,12313.19,12
Binoculars,Budget version 1,Feb,2135.84,10186.93,4429.1,4
Binoculars,Budget version 1,Mar,6140.72,29287.04,12733.5,13
Binoculars,Budget version 1,Apr,2669.92,12733.4,5536.26,6
Binoculars,Budget version 1,May,5606.63,26740.56,11626.33,12
Binoculars,Budget version 1,Jun,5073.06,24193.57,10518.94,11
Binoculars,Budget version 2,Jul,2337.75,11148.4,4847.13,5
Binoculars,Budget version 2,Aug,6462.43,30821.82,13400.79,13
Binoculars,Budget version 2,Sep,2887.54,13771.24,5987.5,6
Binoculars,Budget version 2,Oct,6050.22,28854.43,12545.4,13
Binoculars,Budget version 2,Nov,5499.92,26231.06,11404.81,11
Eyewear,Budget version 1,Dec,6457.2,30794.62,13388.97,13
Eyewear,Budget version 1,Jan,1383.61,6598.96,2869.11,3
Eyewear,Budget version 1,Feb,11068.88,52791.15,22952.67,23
Eyewear,Budget version 2,Mar,6888.24,32851.47,14283.25,14
Eyewear,Budget version 2,Apr,1424.94,6796.69,2955.08,3
Eyewear,Budget version 2,May,11876.04,56640.16,24626.16,25
Binoculars,Budget version 1,Jun,7475.68,35653.74,15501.63,16
Binoculars,Budget version 1,Jul,2669.92,12733.4,5536.26,6
Binoculars,Budget version 1,Aug,6140.72,29287.04,12733.5,13
Binoculars,Budget version 2,Sep,7975.25,38034.91,16536.92,17
Binoculars,Budget version 2,Oct,2887.54,13771.24,5987.5,6
Binoculars,Budget version 2,Nov,6600.01,31477.27,13685.77,14
Eyewear,Budget version 1,Dec,5534.44,26395.32,11476.23,11
Eyewear,Budget version 2,Jan,5938.28,28320.34,12313.19,12
Binoculars,Budget version 1,Feb,7208.9,34380.5,14948.04,15
Binoculars,Budget version 2,Mar,7700.09,36723.49,15966.73,16
Knives,Budget version 1,Apr,2956.06,14099.23,6130.1,6
Knives,Budget version 1,May,7049.35,33620.95,14617.8,15
Knives,Budget version 2,Jun,3162.16,15080.57,6556.77,7
Knives,Budget version 2,Jul,7553.63,36026.19,15663.56,16
Watches,Budget version 1,Aug,2907.41,13867.49,6029.34,6
Watches,Budget version 1,Sep,9393.9,44801.78,19479.03,19
Watches,Budget version 1,Oct,6039.24,28801.07,12522.2,13
Watches,Budget version 1,Nov,9170.54,43735.17,19015.29,19
Watches,Budget version 2,Dec,3109.85,14832.62,6448.97,6
Watches,Budget version 2,Jan,10021.11,47793.94,20779.97,21
Watches,Budget version 2,Feb,6450.4,30764.28,13375.77,13
Watches,Budget version 2,Mar,9790.94,46695.42,20302.36,20
Knives,Budget version 1,Apr,13985.71,66699.97,28999.99,29
Knives,Budget version 1,May,1819.36,8676.21,3772.27,4
Knives,Budget version 1,Jun,2501.48,11929.92,5186.92,5
Knives,Budget version 2,Jul,14990.6,71493.7,31084.22,31
Knives,Budget version 2,Aug,1932.35,9216.05,4006.98,4
Knives,Budget version 2,Sep,2693.46,12846.39,5585.39,6
Watches,Budget version 1,Oct,6486.49,30934.81,13449.92,13
Watches,Budget version 1,Nov,5591.46,26667.85,11594.72,12
Watches,Budget version 2,Dec,6911.25,32961.32,14331.01,14
Watches,Budget version 2,Jan,5989.54,28566.72,12420.31,12
Knives,Budget version 1,Feb,3183.61,15183.62,6601.57,7
Knives,Budget version 1,Mar,2160.42,10303.06,4479.59,4
Knives,Budget version 1,Apr,1478.29,7049.35,3064.93,3
Knives,Budget version 1,May,2160.42,10303.06,4479.59,4
Knives,Budget version 1,Jun,4889.45,23317.89,10138.21,10
Knives,Budget version 1,Jul,1023.19,4880.56,2121.98,2
Knives,Budget version 1,Aug,14099.23,67242.43,29235.84,29
Knives,Budget version 2,Sep,3396.52,16197.92,7042.57,7
Knives,Budget version 2,Oct,2342.46,11170.89,4856.91,5
Knives,Budget version 2,Nov,1580.82,7540.55,3278.5,3
Knives,Budget version 2,Dec,2342.46,11170.89,4856.91,5
Knives,Budget version 2,Jan,5211.69,24855.3,10806.65,11
Knives,Budget version 2,Feb,1112.64,5306.37,2307.12,2
Knives,Budget version 2,Mar,15049.18,71773.04,31205.67,31
Watches,Budget version 1,Apr,4920.84,23467.5,10203.26,10
Watches,Budget version 1,May,3355.19,16000.71,6956.83,7
Watches,Budget version 1,Jun,13643.61,65069.46,28291.07,28
Watches,Budget version 1,Jul,3355.19,16000.71,6956.83,7
Watches,Budget version 1,Aug,22143,105604.8,45915.13,46
Watches,Budget version 2,Sep,5298.52,25270.64,10987.23,11
Watches,Budget version 2,Oct,3570.71,17030.18,7404.43,7
Watches,Budget version 2,Nov,14629.13,69768.5,30334.13,30
Watches,Budget version 2,Dec,3570.71,17030.18,7404.43,7
Watches,Budget version 2,Jan,23728.53,113167.84,49203.41,49
Knives,Budget version 1,Feb,10460.51,49889.5,21691.09,22
Knives,Budget version 2,Mar,11243.08,53620.27,23313.16,23
Watches,Budget version 1,Apr,13196.35,62936.24,27363.58,27
Watches,Budget version 2,May,14168.28,67570.94,29378.67,29
Knives,Budget version 1,Jun,4661.9,22233.5,9666.74,10
Knives,Budget version 2,Jul,4977.34,23737.95,10320.85,10
Watches,Budget version 1,Aug,12525.21,59735.89,25972.13,26
Watches,Budget version 2,Sep,13361.65,63725.6,27706.78,28
Navigation,Budget version 1,Oct,5237.32,24977.18,10859.64,11
Navigation,Budget version 1,Nov,4312.99,20569.5,8943.26,9
Navigation,Budget version 1,Dec,1540.54,7346.48,3194.12,3
Navigation,Budget version 1,Jan,13863.31,66116.19,28746.17,29
Navigation,Budget version 1,Feb,2464.34,11754.15,5110.5,5
Navigation,Budget version 1,Mar,3696.78,17631.23,7665.75,8
Navigation,Budget version 1,Apr,8009.77,38200.21,16608.79,17
Navigation,Budget version 1,May,7701.66,36731.33,15970.14,16
Navigation,Budget version 1,Jun,5237.32,24977.18,10859.64,11
Navigation,Budget version 1,Jul,28958.53,138109.45,60047.59,60
Navigation,Budget version 2,Aug,5552.75,26483.2,11514.43,12
Navigation,Budget version 2,Sep,4601.23,21943.18,9540.51,10
Navigation,Budget version 2,Oct,1586.57,7566.7,3289.87,3
Navigation,Budget version 2,Nov,14913.7,71126.48,30924.56,31
Navigation,Budget version 2,Dec,2697.13,12863.13,5592.67,6
Navigation,Budget version 2,Jan,3966.17,18916.49,8224.56,8
Navigation,Budget version 2,Feb,8567.4,40859.67,17765.07,18
Navigation,Budget version 2,Mar,8249.88,39346.33,17107.1,17
Navigation,Budget version 2,Apr,5552.75,26483.2,11514.43,12
Navigation,Budget version 2,May,30937.95,147549.39,64151.91,64
Navigation,Budget version 1,Jun,5545.43,26446.58,11498.51,11
Navigation,Budget version 2,Jul,5870.28,27996.54,12172.41,12
Binoculars,Budget version 1,Aug,6435.37,30691.72,13344.23,13
Binoculars,Budget version 1,Sep,1975.76,9422.9,4096.91,4
Binoculars,Budget version 2,Oct,6919.14,32999.06,14347.42,14
Binoculars,Budget version 2,Nov,2122.3,10121.56,4400.68,4
Climbing Accessories,Budget version 1,Dec,1001.26,4775.49,2076.3,2
Climbing Accessories,Budget version 2,Jan,1071.6,5110.94,2222.15,2
Cooking Gear,Budget version 1,Feb,12394.83,59114.04,25701.76,26
Cooking Gear,Budget version 1,Mar,78.86,375.93,163.45,0
Cooking Gear,Budget version 1,Apr,1438.46,6860.63,2982.88,3
Cooking Gear,Budget version 2,May,13284.28,63355.88,27546.03,28
Cooking Gear,Budget version 2,Jun,81.18,387.21,168.35,0
Cooking Gear,Budget version 2,Jul,1542.54,7356.78,3198.6,3
Eyewear,Budget version 1,Aug,6387.15,30461.89,13244.3,13
Eyewear,Budget version 1,Sep,487.52,2325.37,1011.03,1
Eyewear,Budget version 1,Oct,682.62,3255.51,1415.44,1
Eyewear,Budget version 1,Nov,780.06,3720.58,1617.64,2
Eyewear,Budget version 1,Dec,633.85,3022.92,1314.31,1
Eyewear,Budget version 1,Jan,536.3,2557.85,1112.11,1
Eyewear,Budget version 1,Feb,341.31,1627.7,707.7,1
Eyewear,Budget version 1,Mar,780.06,3720.58,1617.64,2
Eyewear,Budget version 1,Apr,1023.93,4883.21,2123.13,2
Eyewear,Budget version 1,May,1121.37,5348.28,2325.34,2
Eyewear,Budget version 2,Jun,6854.99,32693.03,14214.36,14
Eyewear,Budget version 2,Jul,527.34,2514.82,1093.4,1
Eyewear,Budget version 2,Aug,728.19,3472.84,1509.93,2
Eyewear,Budget version 2,Sep,828.62,3951.96,1718.24,2
Eyewear,Budget version 2,Oct,677.98,3233.39,1405.82,1
Eyewear,Budget version 2,Nov,577.55,2754.38,1197.56,1
Eyewear,Budget version 2,Dec,376.7,1796.37,781.03,1
Eyewear,Budget version 2,Jan,828.62,3951.96,1718.24,2
Eyewear,Budget version 2,Feb,1104.78,5269.21,2290.96,2
Eyewear,Budget version 2,Mar,1205.32,5748.21,2499.22,2
First Aid,Budget version 1,Apr,150.64,718.35,312.33,0
First Aid,Budget version 1,May,105.95,505.55,219.8,0
First Aid,Budget version 2,Jun,160.92,767.34,333.63,0
First Aid,Budget version 2,Jul,114.91,548.13,238.32,0
Golf Accessories,Budget version 1,Aug,1483.15,7073.64,3075.5,3
Golf Accessories,Budget version 2,Sep,1588.77,7577.32,3294.49,3
Insect Repellents,Budget version 1,Oct,2204.59,10514.41,4571.48,5
Insect Repellents,Budget version 1,Nov,127.63,608.52,264.57,0
Insect Repellents,Budget version 1,Dec,47.45,226.4,98.43,0
Insect Repellents,Budget version 1,Jan,240.33,1146.26,498.37,0
Insect Repellents,Budget version 1,Feb,47.45,226.4,98.43,0
Insect Repellents,Budget version 1,Mar,130.51,622.68,270.73,0
Insect Repellents,Budget version 2,Apr,2360.98,11259.85,4895.59,5
Insect Repellents,Budget version 2,May,136.04,648.67,282.03,0
Insect Repellents,Budget version 2,Jun,50.43,240.56,104.59,0
Insect Repellents,Budget version 2,Jul,256.7,1224.34,532.32,1
Insect Repellents,Budget version 2,Aug,50.43,240.56,104.59,0
Insect Repellents,Budget version 2,Sep,139.02,663.16,288.33,0
Irons,Budget version 1,Oct,4098.84,19548.44,8499.32,8
Irons,Budget version 2,Nov,4372.57,20853.96,9066.94,9
Knives,Budget version 1,Dec,8390.12,40014.2,17397.48,17
Knives,Budget version 1,Jan,432.78,2063.8,897.3,1
Knives,Budget version 1,Feb,1442.45,6879.21,2990.96,3
Knives,Budget version 2,Mar,8988.46,42867.9,18638.22,19
Knives,Budget version 2,Apr,458.11,2184.68,949.86,1
Knives,Budget version 2,May,1547.63,7380.78,3209.03,3
Lanterns,Budget version 1,Jun,11429.18,54508.33,23699.27,24
Lanterns,Budget version 1,Jul,512.41,2443.71,1062.48,1
Lanterns,Budget version 1,Aug,199.3,950.39,413.21,0
Lanterns,Budget version 2,Sep,12241.21,58380.98,25383.03,25
Lanterns,Budget version 2,Oct,549.79,2621.88,1139.95,1
Lanterns,Budget version 2,Nov,212.57,1013.76,440.77,0
Navigation,Budget version 1,Dec,5406.24,25783.4,11210.17,11
Navigation,Budget version 2,Jan,5803.18,27676.77,12033.38,12
Packs,Budget version 1,Feb,30862.49,147190.02,63995.66,64
Packs,Budget version 1,Mar,1285.95,6132.88,2666.47,3
Packs,Budget version 1,Apr,942.98,4497.44,1955.41,2
Packs,Budget version 1,May,1200.23,5724.1,2488.74,2
Packs,Budget version 1,Jun,2743.32,13083.54,5688.5,6
Packs,Budget version 1,Jul,1114.52,5315.21,2310.96,2
Packs,Budget version 2,Aug,33068.63,157712.06,68570.46,69
Packs,Budget version 2,Sep,1368.68,6527.5,2838.04,3
Packs,Budget version 2,Oct,1015.42,4842.95,2105.63,2
Packs,Budget version 2,Nov,1280.42,6106.34,2654.93,3
Packs,Budget version 2,Dec,2958.11,14107.8,6133.83,6
Packs,Budget version 2,Jan,1192.05,5685.17,2471.81,2
Putters,Budget version 1,Feb,170.21,811.8,352.96,0
Putters,Budget version 2,Mar,175.3,836.14,363.54,0
Safety,Budget version 1,Apr,389.53,1857.86,807.77,1
Safety,Budget version 2,May,419.51,2000.53,869.8,1
Sleeping Bags,Budget version 1,Jun,1167.38,5567.6,2420.7,2
Sleeping Bags,Budget version 1,Jul,913.67,4357.31,1894.48,2
Sleeping Bags,Budget version 1,Aug,761.37,3631.11,1578.74,2
Sleeping Bags,Budget version 2,Sep,1254.76,5984.01,2601.74,3
Sleeping Bags,Budget version 2,Oct,967.2,4612.68,2005.51,2
Sleeping Bags,Budget version 2,Nov,810.37,3864.7,1680.3,2
Sunscreen,Budget version 1,Dec,531.65,2535.39,1102.34,1
Sunscreen,Budget version 1,Jan,70.56,336.56,146.33,0
Sunscreen,Budget version 2,Feb,569.37,2715.45,1180.63,1
Sunscreen,Budget version 2,Mar,75.1,358.23,155.75,0
Tents,Budget version 1,Apr,19726.73,94081.45,40904.98,41
Tents,Budget version 1,May,10639.17,50740.63,22061.14,22
Tents,Budget version 1,Jun,6871.14,32770.01,14247.83,14
Tents,Budget version 1,Jul,18175.23,86681.87,37687.77,38
Tents,Budget version 1,Aug,5984.57,28541.55,12409.37,12
Tents,Budget version 2,Sep,21117.63,100714.79,43789.04,44
Tents,Budget version 2,Oct,11414.92,54440.42,23669.75,24
Tents,Budget version 2,Nov,7305.57,34841.88,15148.64,15
Tents,Budget version 2,Dec,19519.57,93093.13,40475.27,40
Tents,Budget version 2,Jan,6392.35,30486.67,13255.07,13
Tools,Budget version 1,Feb,3179.42,15163.15,6592.67,7
Tools,Budget version 2,Mar,3401.83,16223.91,7053.87,7
Watches,Budget version 1,Apr,7093.44,33830.33,14708.84,15
Watches,Budget version 1,May,1560.57,7442.72,3235.97,3
Watches,Budget version 1,Jun,1229.54,5863.9,2549.52,3
Watches,Budget version 1,Jul,1276.88,6089.41,2647.57,3
Watches,Budget version 1,Aug,2175.28,10374.61,4510.7,5
Watches,Budget version 1,Sep,2269.95,10825.75,4706.85,5
Watches,Budget version 1,Oct,2790.11,13306.62,5785.49,6
Watches,Budget version 2,Nov,7598.55,36239.09,15756.13,16
Watches,Budget version 2,Dec,1680.46,8014.41,3484.53,3
Watches,Budget version 2,Jan,1315.14,6272.13,2727.01,3
Watches,Budget version 2,Feb,1363.81,6504.5,2828.04,3
Watches,Budget version 2,Mar,2337.97,11150.47,4848.03,5
Watches,Budget version 2,Apr,2435.41,11615.1,5050.04,5
Watches,Budget version 2,May,2995.6,14286.53,6211.53,6
Woods,Budget version 1,Jun,10205.28,48671.3,21161.43,21
Woods,Budget version 2,Jul,10989.22,52410.13,22787.01,23
Climbing Accessories,Budget version 1,Aug,3348.19,15968.1,6942.65,7
Climbing Accessories,Budget version 2,Sep,3593.62,17138.91,7451.7,7
Cooking Gear,Budget version 1,Oct,374.38,1785.64,776.37,1
Cooking Gear,Budget version 2,Nov,405.9,1936.05,841.76,1
Eyewear,Budget version 1,Dec,828.84,3953.07,1718.73,2
Eyewear,Budget version 1,Jan,828.84,3953.07,1718.73,2
Eyewear,Budget version 2,Feb,878.83,4191.41,1822.35,2
Eyewear,Budget version 2,Mar,878.83,4191.41,1822.35,2
Insect Repellents,Budget version 1,Apr,219.54,1047.16,455.29,0
Insect Repellents,Budget version 2,May,235.36,1122.37,487.99,0
Navigation,Budget version 1,Jun,651.32,3106.42,1350.62,1
Navigation,Budget version 2,Jul,704.41,3359.59,1460.69,1
Packs,Budget version 1,Aug,600.12,2862,1244.35,1
Packs,Budget version 2,Sep,662.27,3158.4,1373.22,1
Rope,Budget version 1,Oct,24396.81,116353.97,50588.68,51
Rope,Budget version 2,Nov,26089.54,124426.88,54098.64,54
Safety,Budget version 1,Dec,1487.35,7093.55,3084.15,3
